k, m_temp, e_temp, s0, s1, s2, s3
0, 1, 1, 0, 0, 0, 0
1, 1, 1, 0, 0, 0, 0
2, 1, 0, 0, 0, 0, 0
3, 1, 1, 0, 0, 0, 0
4, 1, 1, 0, 0, 0, 0
5, 1, 0, 0, 0, 0, 0
6, 1, 0, 0, 0, 0, 0
7, 1, 1, 0, 0, 0, 0
8, 1, 1, -178895, -176160, -54144464, -54141200
9, 2, 1, -178895, -176160, -54144464, -54141200
10, 2, 0, -178895, -176160, -54144464, -54141200
11, 2, 1, -178895, -176160, -54144464, -54141200
12, 2, 1, -178895, -176160, -54144464, -54141200
13, 2, 0, -178895, -176160, -54144464, -54141200
14, 2, 1, -178895, -176160, -54144464, -54141200
15, 2, 0, -178895, -176160, -54144464, -54141200
16, 1, 0, -2275822, -2277543, 27785888, 27779144
17, 1, 1, -2275822, -2277543, 27785888, 27779144
18, 1, 1, -2275822, -2277543, 27785888, 27779144
19, 1, 1, -2275822, -2277543, 27785888, 27779144
20, 1, 1, -1545008, -1546731, 37513028, 37512964
21, 1, 0, -1545008, -1546731, 37513028, 37512964
22, 1, 1, -1545008, -1546731, 37513028, 37512964
23, 1, 1, -1545008, -1546731, 37513028, 37512964
24, 1, 1, -794740, -796463, 37513448, 37513420
25, 1, 1, -794740, -796463, 37513448, 37513420
26, 1, 1, -794740, -796463, 37513448, 37513420
27, 1, 0, -794740, -796463, 37513448, 37513420
28, 1, 1, -44471, -46194, 37513432, 37513440
29, 1, 0, -44471, -46194, 37513432, 37513440
30, 1, 1, -44471, -46194, 37513432, 37513440
31, 1, 0, -44471, -46194, 37513432, 37513440
32, 1, 0, 331102, 335473, -81892888, -81883304
33, 1, 0, 331102, 335473, -81892888, -81883304
34, 1, 0, 331102, 335473, -81892888, -81883304
35, 1, 1, 331102, 335473, -81892888, -81883304
36, 1, 1, -1231251, -1232000, 5158761, 5150834
37, 1, 0, -1231251, -1232000, 5158761, 5150834
38, 2, 1, -1231251, -1232000, 5158761, 5150834
39, 2, 0, -1231251, -1232000, 5158761, 5150834
40, 2, 0, -1231251, -1232000, 5158761, 5150834
41, 2, 0, -1231251, -1232000, 5158761, 5150834
42, 2, 1, -1231251, -1232000, 5158761, 5150834
43, 2, 1, -1231251, -1232000, 5158761, 5150834
44, 1, 0, -673412, -672971, -7002593, -7000837
45, 1, 0, -673412, -672971, -7002593, -7000837
46, 1, 0, -673412, -672971, -7002593, -7000837
47, 1, 1, -673412, -672971, -7002593, -7000837
48, 1, 1, -861246, -860789, -9918334, -9917986
49, 2, 1, -861246, -860789, -9918334, -9917986
50, 2, 0, -861246, -860789, -9918334, -9917986
51, 2, 1, -861246, -860789, -9918334, -9917986
52, 2, 1, -861246, -860789, -9918334, -9917986
53, 2, 0, -861246, -860789, -9918334, -9917986
54, 2, 0, -861246, -860789, -9918334, -9917986
55, 2, 0, -861246, -860789, -9918334, -9917986
56, 1, 1, -1210538, -1210827, 4805385, 4804222
57, 1, 0, -1210538, -1210827, 4805385, 4804222
58, 1, 1, -1210538, -1210827, 4805385, 4804222
59, 1, 0, -1210538, -1210827, 4805385, 4804222
60, 1, 1, -1087861, -1088151, 6300877, 6300788
61, 1, 0, -1087861, -1088151, 6300877, 6300788
62, 1, 1, -1087861, -1088151, 6300877, 6300788
63, 2, 1, -1087861, -1088151, 6300877, 6300788
64, 2, 1, -1087861, -1088151, 6300877, 6300788
65, 2, 1, -1087861, -1088151, 6300877, 6300788
66, 2, 1, -1087861, -1088151, 6300877, 6300788
67, 2, 0, -1087861, -1088151, 6300877, 6300788
68, 1, 0, -864746, -864563, -2946348, -2945703
69, 1, 0, -864746, -864563, -2946348, -2945703
70, 1, 1, -864746, -864563, -2946348, -2945703
71, 1, 0, -864746, -864563, -2946348, -2945703
72, 1, 1, -942613, -942424, -4102637, -4102458
73, 1, 0, -942613, -942424, -4102637, -4102458
74, 1, 1, -942613, -942424, -4102637, -4102458
75, 1, 0, -942613, -942424, -4102637, -4102458
76, 1, 0, -1011082, -1011117, 292843, 292244
77, 1, 0, -1011082, -1011117, 292843, 292244
78, 1, 1, -1011082, -1011117, 292843, 292244
79, 1, 0, -1011082, -1011117, 292843, 292244
80, 1, 0, -998831, -998827, 4639, 5229
81, 1, 1, -998831, -998827, 4639, 5229
82, 1, 1, -998831, -998827, 4639, 5229
83, 2, 1, -998831, -998827, 4639, 5229
84, 2, 1, -998831, -998827, 4639, 5229
85, 2, 0, -998831, -998827, 4639, 5229
86, 2, 1, -998831, -998827, 4639, 5229
87, 2, 1, -998831, -998827, 4639, 5229
88, 1, 0, -1001566, -1001568, 33568, 33110
89, 1, 1, -1001566, -1001568, 33568, 33110
90, 1, 0, -1001566, -1001568, 33568, 33110
91, 1, 0, -1001566, -1001568, 33568, 33110
92, 1, 1, -1000664, -1000666, 47320, 47717
93, 1, 1, -1000664, -1000666, 47320, 47717
94, 2, 1, -1000664, -1000666, 47320, 47717
95, 2, 0, -1000664, -1000666, 47320, 47717
96, 2, 1, -1000664, -1000666, 47320, 47717
97, 2, 0, -1000664, -1000666, 47320, 47717
98, 2, 0, -1000664, -1000666, 47320, 47717
99, 2, 0, -1000664, -1000666, 47320, 47717
100, 1, 0, -998976, -998974, -22210, -22332
101, 1, 1, -998976, -998974, -22210, -22332
102, 1, 0, -998976, -998974, -22210, -22332
103, 1, 1, -998976, -998974, -22210, -22332
104, 1, 0, -999562, -999561, -31058, -31125
105, 1, 1, -999562, -999561, -31058, -31125
106, 1, 0, -999562, -999561, -31058, -31125
107, 1, 1, -999562, -999561, -31058, -31125
108, 2, 1, -1000085, -1000085, 2250, 1933
109, 2, 1, -1000085, -1000085, 2250, 1933
110, 2, 0, -1000085, -1000085, 2250, 1933
111, 2, 0, -1000085, -1000085, 2250, 1933
112, 2, 0, -1000085, -1000085, 2250, 1933
113, 2, 1, -1000085, -1000085, 2250, 1933
114, 2, 0, -1000085, -1000085, 2250, 1933
115, 2, 1, -1000085, -1000085, 2250, 1933
116, 1, 1, -999885, -999885, -2472, -2355
117, 1, 1, -999885, -999885, -2472, -2355
118, 1, 0, -999885, -999885, -2472, -2355
119, 1, 0, -999885, -999885, -2472, -2355
120, 1, 0, -999948, -999947, -3174, -3858
121, 1, 1, -999948, -999947, -3174, -3858
122, 1, 0, -999948, -999947, -3174, -3858
123, 1, 1, -999948, -999947, -3174, -3858
124, 2, 1, -1000005, -1000005, 153, 67
125, 2, 1, -1000005, -1000005, 153, 67
126, 2, 0, -1000005, -1000005, 153, 67
127, 2, 0, -1000005, -1000005, 153, 67
128, 2, 0, -1000005, -1000005, 153, 67
129, 2, 1, -1000005, -1000005, 153, 67
130, 2, 0, -1000005, -1000005, 153, 67
131, 2, 1, -1000005, -1000005, 153, 67
132, 1, 0, -999987, -999987, -131, -374
133, 1, 0, -999987, -999987, -131, -374
134, 1, 0, -999987, -999987, -131, -374
135, 1, 0, -999987, -999987, -131, -374
136, 1, 1, -999988, -999988, -466, -393
137, 1, 1, -999988, -999988, -466, -393
138, 2, 1, -999988, -999988, -466, -393
139, 2, 0, -999988, -999988, -466, -393
140, 2, 1, -999988, -999988, -466, -393
141, 2, 1, -999988, -999988, -466, -393
142, 2, 0, -999988, -999988, -466, -393
143, 2, 1, -999988, -999988, -466, -393
144, 1, 0, -999988, -999988, 93, 70
145, 1, 0, -999988, -999988, 93, 70
146, 1, 0, -999988, -999988, 93, 70
147, 1, 0, -999988, -999988, 93, 70
148, 1, 0, -999988, -999988, -780, -646
149, 1, 0, -999988, -999988, -780, -646
150, 1, 0, -999988, -999988, -780, -646
151, 1, 0, -999988, -999988, -780, -646
152, 1, 1, -999988, -999988, 64, 40
153, 1, 1, -999988, -999988, 64, 40
154, 1, 0, -999988, -999988, 64, 40
155, 1, 0, -999988, -999988, 64, 40
156, 1, 0, -999988, -999988, -785, -650
157, 1, 1, -999988, -999988, -785, -650
158, 1, 0, -999988, -999988, -785, -650
159, 1, 0, -999988, -999988, -785, -650
160, 1, 1, -999988, -999988, 75, 49
161, 1, 0, -999988, -999988, 75, 49
162, 1, 0, -999988, -999988, 75, 49
163, 1, 0, -999988, -999988, 75, 49
164, 1, 0, -999988, -999988, -789, -654
165, 1, 0, -999988, -999988, -789, -654
166, 1, 1, -999988, -999988, -789, -654
167, 1, 1, -999988, -999988, -789, -654
168, 2, 1, -999988, -999988, 81, 53
169, 2, 0, -999988, -999988, 81, 53
170, 2, 0, -999988, -999988, 81, 53
171, 2, 0, -999988, -999988, 81, 53
172, 2, 1, -999988, -999988, 81, 53
173, 2, 0, -999988, -999988, 81, 53
174, 2, 0, -999988, -999988, 81, 53
175, 2, 0, -999988, -999988, 81, 53
176, 1, 1, -999988, -999988, -346, -454
177, 1, 1, -999988, -999988, -346, -454
178, 1, 1, -999988, -999988, -346, -454
179, 1, 0, -999988, -999988, -346, -454
180, 1, 1, -999988, -999988, -501, -425
181, 1, 0, -999988, -999988, -501, -425
182, 1, 1, -999988, -999988, -501, -425
183, 1, 0, -999988, -999988, -501, -425
184, 1, 1, -999988, -999988, -214, -226
185, 1, 0, -999988, -999988, -214, -226
186, 1, 0, -999988, -999988, -214, -226
187, 1, 1, -999988, -999988, -214, -226
188, 1, 1, -999988, -999988, -480, -403
189, 1, 0, -999988, -999988, -480, -403
190, 2, 1, -999988, -999988, -480, -403
191, 2, 1, -999988, -999988, -480, -403
192, 2, 0, -999988, -999988, -480, -403
193, 2, 0, -999988, -999988, -480, -403
194, 2, 0, -999988, -999988, -480, -403
195, 2, 0, -999988, -999988, -480, -403
196, 1, 1, -999988, -999988, 125, 96
197, 1, 1, -999988, -999988, 125, 96
198, 1, 1, -999988, -999988, 125, 96
199, 1, 1, -999988, -999988, 125, 96
200, 1, 1, -999988, -999988, 189, 160
201, 1, 0, -999988, -999988, 189, 160
202, 1, 1, -999988, -999988, 189, 160
203, 1, 1, -999988, -999988, 189, 160
204, 1, 0, -999988, -999988, 189, 160
205, 1, 1, -999988, -999988, 189, 160
206, 1, 1, -999988, -999988, 189, 160
207, 1, 1, -999988, -999988, 189, 160
208, 1, 1, -999988, -999988, 189, 160
209, 1, 1, -999988, -999988, 189, 160
210, 1, 0, -999988, -999988, 189, 160
211, 1, 0, -999988, -999988, 189, 160
212, 1, 0, -999988, -999988, -823, -682
213, 1, 0, -999988, -999988, -823, -682
214, 1, 1, -999988, -999988, -823, -682
215, 1, 0, -999988, -999988, -823, -682
216, 1, 0, -999995, -999995, 116, 84
217, 1, 0, -999995, -999995, 116, 84
218, 1, 0, -999995, -999995, 116, 84
219, 1, 0, -999995, -999995, 116, 84
220, 1, 0, -999995, -999995, -446, -327
221, 1, 1, -999995, -999995, -446, -327
222, 1, 0, -999995, -999995, -446, -327
223, 1, 0, -999995, -999995, -446, -327
224, 1, 1, -999995, -999995, 141, 110
225, 1, 1, -999995, -999995, 141, 110
226, 1, 0, -999995, -999995, 141, 110
227, 1, 0, -999995, -999995, 141, 110
228, 1, 0, -999995, -999995, -440, -323
229, 1, 0, -999995, -999995, -440, -323
230, 1, 1, -999995, -999995, -440, -323
231, 1, 0, -999995, -999995, -440, -323
232, 1, 1, -999995, -999995, 136, 105
233, 2, 1, -999995, -999995, 136, 105
234, 2, 0, -999995, -999995, 136, 105
235, 2, 0, -999995, -999995, 136, 105
236, 2, 0, -999995, -999995, 136, 105
237, 2, 0, -999995, -999995, 136, 105
238, 2, 0, -999995, -999995, 136, 105
239, 2, 1, -999995, -999995, 136, 105
240, 1, 0, -999995, -999995, -267, -219
241, 1, 0, -999995, -999995, -267, -219
242, 1, 1, -999995, -999995, -267, -219
243, 1, 0, -999995, -999995, -267, -219
244, 1, 1, -999995, -999995, 3, -1
245, 2, 1, -999995, -999995, 3, -1
246, 2, 0, -999995, -999995, 3, -1
247, 2, 1, -999995, -999995, 3, -1
248, 2, 0, -999995, -999995, 3, -1
249, 2, 0, -999995, -999995, 3, -1
250, 2, 1, -999995, -999995, 3, -1
251, 2, 1, -999995, -999995, 3, -1
252, 1, 1, -999995, -999995, -134, -111
253, 1, 0, -999995, -999995, -134, -111
254, 1, 0, -999995, -999995, -134, -111
255, 1, 1, -999995, -999995, -134, -111
256, 1, 1, -999995, -999995, -136, -116
257, 1, 0, -999995, -999995, -136, -116
258, 1, 0, -999995, -999995, -136, -116
259, 1, 1, -999995, -999995, -136, -116
260, 1, 0, -999995, -999995, -146, -124
261, 1, 1, -999995, -999995, -146, -124
262, 2, 1, -999995, -999995, -146, -124
263, 2, 1, -999995, -999995, -146, -124
264, 2, 0, -999995, -999995, -146, -124
265, 2, 0, -999995, -999995, -146, -124
266, 2, 0, -999995, -999995, -146, -124
267, 2, 1, -999995, -999995, -146, -124
268, 1, 0, -999995, -999995, 12, 8
269, 1, 1, -999995, -999995, 12, 8
270, 1, 0, -999995, -999995, 12, 8
271, 1, 1, -999995, -999995, 12, 8
272, 1, 0, -999995, -999995, -277, -230
273, 1, 1, -999995, -999995, -277, -230
274, 2, 1, -999995, -999995, -277, -230
275, 2, 1, -999995, -999995, -277, -230
276, 2, 1, -999995, -999995, -277, -230
277, 2, 0, -999995, -999995, -277, -230
278, 2, 1, -999995, -999995, -277, -230
279, 2, 0, -999995, -999995, -277, -230
280, 1, 0, -999995, -999995, 146, 117
281, 1, 1, -999995, -999995, 146, 117
282, 1, 1, -999995, -999995, 146, 117
283, 1, 0, -999995, -999995, 146, 117
284, 2, 1, -999995, -999995, -321, -434
285, 2, 1, -999995, -999995, -321, -434
286, 2, 1, -999995, -999995, -321, -434
287, 2, 1, -999995, -999995, -321, -434
288, 2, 1, -999995, -999995, -321, -434
289, 2, 1, -999995, -999995, -321, -434
290, 2, 0, -999995, -999995, -321, -434
291, 2, 0, -999995, -999995, -321, -434
292, 1, 1, -999995, -999995, 280, 226
293, 1, 0, -999995, -999995, 280, 226
294, 1, 0, -999995, -999995, 280, 226
295, 1, 0, -999995, -999995, 280, 226
296, 1, 1, -999991, -999991, -500, -492
297, 1, 1, -999991, -999991, -500, -492
298, 2, 1, -999991, -999991, -500, -492
299, 2, 0, -999991, -999991, -500, -492
300, 2, 0, -999991, -999991, -500, -492
301, 2, 1, -999991, -999991, -500, -492
302, 2, 0, -999991, -999991, -500, -492
303, 2, 0, -999991, -999991, -500, -492
304, 1, 1, -999991, -999991, 308, 247
305, 1, 0, -999991, -999991, 308, 247
306, 1, 1, -999991, -999991, 308, 247
307, 1, 1, -999991, -999991, 308, 247
308, 1, 1, -999984, -999984, 458, 290
309, 1, 0, -999984, -999984, 458, 290
310, 1, 1, -999984, -999984, 458, 290
311, 1, 1, -999984, -999984, 458, 290
312, 1, 1, -999976, -999976, 405, 343
313, 1, 1, -999976, -999976, 405, 343
314, 1, 1, -999976, -999976, 405, 343
315, 1, 0, -999976, -999976, 405, 343
316, 1, 0, -999965, -999965, 405, 343
317, 1, 1, -999965, -999965, 405, 343
318, 1, 0, -999965, -999965, 405, 343
319, 1, 0, -999965, -999965, 405, 343
320, 1, 0, -999963, -999962, -2052, -2290
321, 1, 0, -999963, -999962, -2052, -2290
322, 1, 1, -999963, -999962, -2052, -2290
323, 1, 1, -999963, -999962, -2052, -2290
324, 1, 0, -1168125, -1165391, -53576904, -53572572
325, 1, 0, -1168125, -1165391, -53576904, -53572572
326, 1, 1, -1168125, -1165391, -53576904, -53572572
327, 1, 0, -1168125, -1165391, -53576904, -53572572
328, 1, 1, -2149181, -2149664, 3518666, 3513897
329, 2, 1, -2149181, -2149664, 3518666, 3513897
330, 2, 0, -2149181, -2149664, 3518666, 3513897
331, 2, 0, -2149181, -2149664, 3518666, 3513897
332, 2, 0, -2149181, -2149664, 3518666, 3513897
333, 2, 1, -2149181, -2149664, 3518666, 3513897
334, 2, 0, -2149181, -2149664, 3518666, 3513897
335, 2, 0, -2149181, -2149664, 3518666, 3513897
336, 1, 0, -1788808, -1788523, -4529939, -4529166
337, 1, 0, -1788808, -1788523, -4529939, -4529166
338, 1, 0, -1788808, -1788523, -4529939, -4529166
339, 1, 0, -1788808, -1788523, -4529939, -4529166
340, 1, 1, -1910271, -1909976, -6413358, -6414035
341, 1, 1, -1910271, -1909976, -6413358, -6414035
342, 1, 0, -1910271, -1909976, -6413358, -6414035
343, 2, 1, -1910271, -1909976, -6413358, -6414035
344, 2, 0, -1910271, -1909976, -6413358, -6414035
